name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,style,course_type,complexity,season,type
Cheddar Bread Twists 5,35.0,"[red wine, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, keto-friendly, vegetarian, pescatarian, mediterranean, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[low-carb, low-sodium]","['salt', 'water']",[fatty],379.17300000000006,classical,starter,medium,"['spring', 'summer', 'autumn', 'winter']",bread
Skillet Cornbread,14.0,"[red wine, white wine]","[fork, knife]",hot,"[peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['butter', 'egg', 'flour', 'leavening', 'milk', 'salt']","[fatty, salty]",2228.08443749882,classic,starter,medium,"['spring', 'summer', 'autumn', 'winter']",snack
Calf’s Liver with Bacon and Mushrooms,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, immuno-supportive]",[low-carb],"['butter', 'flour', 'pepper', 'salt']","[salty, umami, fatty]",1056.7578127556224,modern,main_course,high,"['spring', 'summer', 'autumn', 'winter']",meat
Date And Walnut Tea Loaf,28.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'egg', 'sugar']","[sweet, salty, fatty]",3925.2,gourmet,starter,low,"['spring', 'summer', 'autumn', 'winter']",fruit
Polish Barley Soup (Krupnik),28.0,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[high-fiber],"['carrots', 'garlic', 'oil', 'parsley', 'pepper']",[sour],2559.6689259966315,regional,starter,medium,"['spring', 'summer', 'autumn', 'winter']",soup
Rustic Antipasto Tart,42.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, egg-free, peanut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],['water'],"[salty, fatty]",2668.3846722260178,modern,starter,high,"['spring', 'summer', 'autumn', 'winter']",tapas
Red Beans and Rice,28.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free]",[balanced],"['garlic', 'onion', 'pepper', 'salt', 'water']","[salty, fatty]",2973.275463027778,gourmet,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",rice
Creamy Quinoa and White Bean Risotto with Crispy Brassica Florets,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, dairy-free, gluten-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[balanced, high-fiber]","['lemon', 'parsley', 'pepper', 'salt']",[salty],2151.440306369625,gourmet,main_course,high,"['spring', 'summer', 'autumn', 'winter']",rice
Special K Cookies,3.5,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, salty]",2266.7959999990385,gourmet,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
Lemon-Ricotta Waffles with Raspberry-Mascarpone Whipped Cream,28.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cream', 'egg', 'flour', 'leavening', 'lemon', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",3954.52960788936,modern,dessert,high,"['spring', 'summer', 'autumn', 'winter']",cream
Recipe: Upside-Down Steak Dinner Bowl,35.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free]",[],"['lemon', 'oil', 'pepper', 'salt']","[salty, sour, fatty]",2324.887520609728,sibarita,main_course,low,"['spring', 'summer', 'autumn', 'winter']",meat
Crusty Oven-roasted Potatoes,21.0,"[sparkling water, white wine]","[fork, knife]",hot,"[sugar-conscious, vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free, kosher, immuno-supportive]",[],"['oil', 'pepper', 'salt']","[salty, sour]",772.45068735,classic,starter,medium,"['spring', 'summer', 'autumn', 'winter']",vegetable
"We're Back, with Cookies!",14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'egg', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",6795.98702245,regional,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
BROCCOLI LASAGNA BIANCA,28.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[balanced],"['cheese', 'flour', 'garlic', 'onion']","[fatty, salty]",2912.3266665562505,fusion,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",pasta
One-Skillet Lemony Chicken with Fennel and Tomatoes,14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['lemon', 'pepper', 'salt']","[salty, umami, fatty]",3659.0658,modern,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",poultry
Copycat Recipe: KFC Biscuits,21.0,"[red wine, white wine]",[],warm,"[low potassium, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['flour', 'leavening', 'salt', 'sugar']","[salty, fatty]",1556.2316666743263,sibarita,dessert,medium,"['spring', 'summer', 'autumn', 'winter']",snack
Gluten Free Oatmeal Chocolate Chippers,168.0,"[red wine, herbal tea]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, gluten-free, wheat-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[balanced, low-sodium]","['butter', 'egg', 'leavening', 'sugar', 'vanilla']","[umami, fatty, salty]",6135.561136525001,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
Georgia's Polish Pierogi Dough,147.0,"[red wine, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, pescatarian, mediterranean, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-sodium],"['cream', 'egg', 'flour', 'oil', 'salt']","[salty, fatty]",2454.72005445196,sibarita,starter,high,"['spring', 'summer', 'autumn', 'winter']",bread
Bourbon Caramel Popcorn,28.0,"[red wine, herbal tea]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[],"['leavening', 'sugar']","[sweet, fatty, salty]",3269.3816666678417,sibarita,starter,low,"['spring', 'summer', 'autumn', 'winter']",snack
Moussaka,28.0,"[red wine, white wine]","[fork, knife]",hot,"[peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free]","[high-fiber, low-carb]","['butter', 'celery', 'cheese', 'cinnamon', 'egg', 'flour', 'garlic', 'oil', 'onion', 'parsley', 'pepper', 'salt']","[salty, umami, fatty]",4618.413384363077,classic,main_course,high,"['spring', 'summer', 'autumn', 'winter']",meat
Minatamis na Munggo With Ice Cream,35.0,"[red wine, herbal tea]",[],warm,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[high-fiber, low-fat]","['leavening', 'sugar', 'vanilla', 'water']",[sweet],3577.1516416000004,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']",cream
Lasagna Soup,56.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free]",[],"['cheese', 'garlic']","[salty, umami, fatty]",4883.658655062501,modern,starter,low,"['spring', 'summer', 'autumn', 'winter']",soup
Pizzetta with Roasted Garlic Bulbs and Cambozola,21.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['garlic', 'oil']","[salty, umami, fatty]",3932.308757237072,fusion,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",vegetable
One-Pot Chili Con Carne,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[high-fiber],"['garlic', 'onion', 'salt']","[salty, umami, fatty]",3071.2247989279044,classical,main_course,low,"['spring', 'summer', 'autumn', 'winter']",soup
Roasted vegetable and chorizo risotto,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]","[balanced, high-fiber]",['water'],"[salty, sour, fatty]",3239.8875,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",vegetable
Polenta with Wild Mushrooms and Locatelli Fondue,28.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[],"['butter', 'cream', 'flour', 'garlic', 'pepper', 'salt']","[salty, fatty]",2190.26262522345,classic,main_course,high,"['spring', 'summer', 'autumn', 'winter']",vegetable
Baked Bananas,14.0,"[red wine, herbal tea]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, paleo, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]","[low-fat, low-sodium]","['cinnamon', 'honey']",[sweet],148.93904625218326,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']",fruit
French Fried Potato Cheese Soup,21.0,"[red wine, white wine]",[spoon],hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['milk', 'pepper', 'salt', 'water']","[salty, fatty]",2153.6200080906247,fusion,starter,medium,"['spring', 'summer', 'autumn', 'winter']",soup
Chocolate Crackle Cookies,84.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'egg', 'flour', 'leavening', 'milk', 'salt', 'vanilla']","[sweet, fatty]",2729.548395694711,classic,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
General Tso's Chicken,14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['oil', 'pepper', 'water']","[salty, umami]",2190.6675768962828,regional,main_course,low,"['spring', 'summer', 'autumn', 'winter']",poultry
Pappardelle with Sausage Ragu,21.0,"[red wine, white wine]","[fork, knife]",hot,"[peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[],"['cheese', 'egg', 'flour', 'oil', 'salt']","[salty, fatty]",3150.424623000001,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",pasta
Spaghetti With Chick Peas And Spinach,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]",[low-fat],"['garlic', 'oil', 'onion', 'salt']",[sweet],1247.0405,sibarita,main_course,low,"['spring', 'summer', 'autumn', 'winter']",pasta
Summer Squash Gratin,28.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['butter', 'garlic', 'milk', 'pepper', 'salt']","[salty, sour, fatty]",3713.178643016667,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",vegetable
Creme Fraiche,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, keto-friendly, vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]","[low-carb, low-sodium]",['cream'],[fatty],815.3249999998964,regional,dessert,high,"['spring', 'summer', 'autumn', 'winter']",cream
Simply Perfect Roasted Butternut Squash Soup,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[],"['butter', 'cinnamon', 'onion']","[sweet, sour, fatty]",1154.2793750005158,fusion,starter,low,"['spring', 'summer', 'autumn', 'winter']",soup
Chicken Cacciatore,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[low-carb],"['garlic', 'onion', 'salt']","[salty, umami, fatty]",3350.1656744000006,classic,main_course,medium,['summer'],poultry
Chicken Curry In A Hurry,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['cilantro', 'cream', 'oil', 'onion', 'pepper', 'salt']","[salty, fatty]",2302.867878746375,sibarita,main_course,high,"['spring', 'summer', 'autumn', 'winter']",poultry
